question,c3_mean_minus_c0_mean,c3_std_minus_c0_std,c3_range_minus_c0_range,category_primary
Do Leafhoppers compete with Log Cabin syrup producers for resources?,0.08781222884012474,-0.11007015372440082,-0.2947678178370422,c0_wrong_to_correct
Do Muslims have a different idea of Seraphim than Christians?,0.10936488841625269,-0.062233782849456604,-0.0422400494868882,c0_correct
Do Shinto practitioners keep to a kosher diet?,-0.06400386914184886,0.11202598346058054,0.3280774881142795,c0_correct
Do Shivambu practitioners believe ammonia is unhealthy?,0.04467277018854299,-0.030723098857109388,0.024965354774378334,c0_wrong_to_correct
"Do Star Wars fans say ""beam me up"" often?",0.13117278002447552,-0.1576754648443497,-0.35538572967546767,c0_correct
Do Windows or Android smartphones run newer versions of Linux?,0.1521125564532867,-0.18291335117575802,-0.46213435183387386,c0_correct
Do Youtube viewers get unsolicited audiobook advice often?,0.11005452177609698,-0.05916863242896342,-0.02380192196151143,c0_wrong_to_wrong
Do all of the African regions that participated in the Portugese Colonial War share an official language?,0.08138355308359635,-0.1334861501135443,-0.43225313046449654,c0_wrong_to_correct
Do all shooting sports involve bullets?,0.06849342687591287,-0.11758565769616265,-0.2889287620757466,c0_correct
Do anatomical and symbolic hearts look remarkably different?,0.10916754116810434,-0.09632484342914813,-0.13319457495876463,c0_correct
Do ants outperform apes on language ability?,-0.005315481377331621,0.06154957933178093,0.3286668268857691,c0_correct
Do any video games about the end of civilization have slot machines?,0.07262762936003453,-0.09178848734741933,-0.14568720198739005,c0_correct
Do astronomers write horoscopes?,0.010111630974224517,-0.019898544083114852,-0.05403021916801798,c0_correct
Do bald eagles nest on Mount Sharp?,-0.009326033489772567,-0.027963876551424377,0.029850347994898607,c0_correct
Do beeswax alternatives to cling wrap use plsatic?,0.01702767745937539,-0.026889883738084805,-0.09513067835317335,c0_correct
Do black swan cygnets typically know both of their genetic parents?,0.05307912115511382,-0.11996725205568319,-0.3512734979192108,c0_correct
Do black-tailed jackrabbits fear the European wildcat?,0.05934908712685094,-0.1621369184662599,-0.7136803512817322,c0_correct
Do bodies movie during hanging?,-0.02018403108213629,0.018546517312834715,-0.008023854502832717,c0_correct
Do children send their Christmas letters to the South Pole?,-0.011566064094764461,0.06197434726463827,0.2534218191845161,c0_correct
Do children's bicycles often have extra wheels?,-0.006345108137538302,-0.008914683078308283,0.08001072696178946,c0_correct
Do citizens of Cheshire sing La Marseillaise?,-0.04696453635124054,0.07112498526013558,0.20382645128857135,c0_correct
Do depressed people travel to the Golden Gate Bridge often?,0.0417102334101076,-0.04741235884507701,-0.03476041933279861,c0_wrong_to_correct
Do drag kings take testosterone to look masculine?,0.03177500669364641,0.011237976486712292,0.018094976641778726,c0_correct
Do drummers need spare strings?,0.039521226184049296,-0.08058613584839391,-0.16432440105597357,c0_correct
Do embalmed bodies feel different at funerals?,0.10527089722968663,-0.13787426366078784,-0.4270208332429799,c0_correct
Do flying fish have good eyesight?,-0.01189726099833932,-0.0017652490067358584,0.04689118648277968,c0_correct
Do frogs feel disgust?,-0.04836066129032235,0.07234374378983874,0.28065565688663263,c0_wrong_to_wrong
Do giraffes require special facilities at zoos?,0.09495782651191753,-0.17608716517819123,-0.5954204484397736,c0_correct
Do guitarist's have fingers that can handle pain better than average?,0.14213677053875773,-0.14114640615342974,-0.2238024931823881,c0_wrong_to_correct
Do guitarists need both hands to play?,0.02562260829993246,-0.0012676267291775734,0.26987518612038974,c0_wrong_to_correct
Do hamsters provide food for any animals?,0.12078193266375725,-0.12262853356699392,-0.18804407001575274,c0_correct
Do hornets provide meaningful data for oceanographers?,0.12215521941975582,-0.16929135959564323,-0.39726032120833266,c0_correct
Do human sacrums have more fused vertebrae than an Alaskan Malamute?,0.10520004359674795,-0.13648892678673802,-0.177914165004053,c0_wrong_to_correct
Do hyenas appear in a Broadway musical?,-0.009049873280416287,0.027054512020785695,0.1366313951182032,c0_correct
Do mail carriers need multiple uniforms?,0.09812006946041174,-0.09424979714476259,-0.21942281097126315,c0_wrong_to_correct
Do manta rays live in water above the safe temperature for cold food storage?,-0.022335903614085217,0.06248143316680971,0.18346789169294508,c0_correct
Do members of NFL teams receive infantry training?,-0.05476006008393253,0.15276150283748902,0.6037876463911237,c0_correct
Do most college students own a fax machine?,0.023743710152520747,0.007404225202540776,0.2758842720680693,c0_correct
Do most high school head coaches make as much as the Head Coach at NCSU?,0.0630272401489006,-0.09845972497748054,-0.38838337464182604,c0_correct
Do most religious people in Quebec refer to the Quran?,0.017278024496835465,-0.056735160279812284,-0.21550241222210265,c0_correct
Do moths that live on sloths have family dinners?,-0.022200158321870167,0.07160500786800122,0.15369943767694183,c0_correct
Do mountain goats inhabit the summit of Mount Sharp?,-0.10214455592956606,0.14726085305666559,0.49197439147390043,c0_correct
Do oak trees have leaves during winter?,0.06180411785714279,-0.0653525531968229,0.05122949283218925,c0_correct
Do onions have a form that resembles the inside of a tree?,0.12435745077250093,-0.09384906013078229,-0.2359121294073977,c0_wrong_to_correct
Do people associate greyhounds with the movie 'Homeward Bound'?,0.11140106253880033,-0.1841044869462773,-0.5851394266054971,c0_correct
Do people in middle school usually get breast exams?,0.0017027854252192887,0.029562138850887876,0.105126808540425,c0_correct
Do people of the Iyer caste eat meat?,0.0845926790139182,-0.11782222121280116,-0.3437140926972264,c0_correct
Do people put creatures from the Black Sea on their pizza?,0.07796106057888097,-0.06305683792419439,0.06069300694957247,c0_wrong_to_wrong
Do people remember Lucille Ball's winemaking as successful?,0.14528946310660207,-0.14469822105141666,-0.34120164575427814,c0_correct
Do people still see Henry Ford's last name often?,0.1654428435216172,-0.24517695046304352,-0.7697744257281268,c0_correct
Do salmon mate in the Caspian Sea?,0.017492591494545184,0.04513096601157329,0.3449565107250576,c0_correct
Do shrimp taste best when cooked for a long time?,0.07266662474636698,-0.10861969320922231,-0.3815609943077001,c0_correct
Do silicone suits make judo difficult?,0.023179215795716024,-0.04474901206610804,-0.20969681849923383,c0_correct
Do some home remedies result in your skin color turning blue?,0.05653257602480399,-0.039386472867601455,0.044900631830689264,c0_wrong_to_correct
Do some psychotherapy patients have no mental illness?,-0.03062624315020479,0.04789163235843441,0.08623443592938551,c0_correct
Do spider wasps have eight legs?,0.03933400815576693,-0.08722816580254986,-0.3306769390499923,c0_correct
Do suburbs encourage the use of cars?,0.0325001841399839,0.006135057344741818,-0.03675090725948449,c0_correct
Do the James Bond and Doctor Who series have a similarity in format?,0.07524646572146643,-0.048157873941362145,-0.012453475369649025,c0_correct
Do the Ubuntu people speak Ubuntu?,-0.027724881048503347,0.0291382078397531,0.0948870409245599,c0_correct
Do the anchors on Rede Globo speak Chinese?,0.0013444315885005054,0.0046342299565935025,0.04633083515852954,c0_correct
Do the telescopes at Goldstone Deep Space Communications Complex work the night shift?,-0.11241096370625214,0.11207206631040949,0.23820228206172134,c0_correct
Do white blood cells outnumber red blood cells in the human body?,0.013472685909482918,0.029082247963610725,0.16853722451240083,c0_wrong_to_wrong
Do women often need new shoes during their pregnancy?,-0.012183343030363836,0.09256524921787,0.36119982024936204,c0_correct
Do worshipers of Shiva make a pilgrimage to the Holy Land?,0.011516855742306986,0.012585441956901616,-0.03807874136448686,c0_correct
Do you have to pass through circle of lust to find Saladin in Dante's Inferno?,0.025852558894656208,-0.04113195970354949,-0.12121042242270197,c0_correct
Do you need a large room if you want to get into 3D printing?,0.03713108799397191,0.0016723346225809288,0.013400935850365725,c0_correct
Do you need different colored pens for sudoku?,-0.02148927964715719,0.043463824841594556,-0.0670705344395589,c0_correct
Do you often hear Marco Polo's name shouted near water?,0.12269997017673129,-0.09572003237178604,-0.1578852156252426,c0_wrong_to_correct
Does 50 Cent get along with Jeffrey Atkins?,0.049917405061576936,-0.033229908796541835,-0.04994225031817867,c0_correct
Does Adobe Suite have video game engine coding?,0.053416178661449876,-0.07847763366461438,-0.10920413751203517,c0_wrong_to_wrong
Does Ahura Mazda have a rivalry with Zeus?,0.028368804552959315,-0.06219170333390078,-0.18736321537753842,c0_correct
Does Amtrak operate four wheel vehicles?,0.02746900291590626,-0.002288868523801557,0.05935191619524971,c0_correct
Does Antarctica have a lot of problems relating to homelessness?,0.08831257556753414,-0.15081349448704773,-0.4923359118683359,c0_correct
Does Ariana Grande's signature style combine comfort items and high fashion?,0.05988167778773368,-0.039463936217293716,-0.1433050491056279,c0_correct
Does Buddy The Elf know anyone who works in publishing?,0.0604282527562795,-0.07159078329896361,-0.3028772036460532,c0_wrong_to_correct
Does Capricorn astrology symbol have all of the parts of a chimera?,0.011885659644808588,-0.01577983734638172,-0.11163670503627665,c0_correct
Does Carl Linnaeus share the same final resting place as Michael Jackson?,0.03571273865518776,-0.07769101586638595,-0.39273921925459543,c0_correct
Does Carmen Electra own a junk?,-0.053262986141192625,0.06894142264299322,0.1851144522315349,c0_correct
Does Coast to Coast AM have more longevity than the Rush Limbaugh show?,0.016496054247146064,0.02098429181839631,0.31070344900153524,c0_correct
Does Darth Vader's character resemble Severus Snape?,-0.016106436653686274,0.01485573010650626,-0.13073243401465562,c0_correct
Does Disney have an ice princess?,-0.06272850455562073,0.09719916034923726,0.26771400336116524,c0_correct
Does Disney own a major comic book publisher?,0.06030029027628803,-0.15343803842382148,-0.5146939368611648,c0_correct
Does Disney's Alice in Wonderland involve the celebration of a holiday?,0.06493114007257605,-0.044144192161366,0.07107047803885003,c0_wrong_to_correct
Does Düsseldorf have only a small number of smoggy days each year?,0.08569080304741605,-0.17620240102013385,-0.5325887667109248,c0_correct
Does Felix Potvin have a position on a dodgeball team?,0.04805736381926973,-0.1192308171573104,-0.4754650730819948,c0_correct
Does Final Fantasy VI require electricity to play?,0.051139729729818395,-0.04832741389403186,-0.12323617375335372,c0_correct
Does Hades appear in a Disney Channel musical movie?,0.01992825069134152,-0.04061242941497774,-0.170377123836974,c0_wrong_to_correct
Does Hades have a loose grip on the Underworld?,0.08988945736806364,-0.17990755638197226,-0.5382429421536816,c0_correct
Does Hammurabi's Code violate Christians Golden Rule?,0.04179840781916477,-0.02187359192225241,-0.0031378473276983954,c0_wrong_to_correct
Does Hanuman have some of the same duties as Athena?,0.0404583683773756,0.006238260543467183,0.10889870198395213,c0_wrong_to_correct
Does Homer Simpson need two hands worth of fingers to count to 5?,0.020620041136807155,0.015279357574881969,0.19152663942175363,c0_wrong_to_correct
Does Jack Sparrow know any sea shantys?,0.06723950706730397,-0.0886468213728647,-0.2182787818469828,c0_correct
Does James Watson believe that Africans are inferior to Europeans?,-0.02554424340604511,0.013605836001676475,-0.061404512927002664,c0_wrong_to_wrong
Does Jerry Seinfeld hang out at the Budweiser Party Deck?,-0.014119188309683284,0.08871433365368622,0.27817762848195604,c0_correct
Does Julia Roberts lose the prolific acting contest in her family?,0.03992158196967621,-0.009228108513516547,-0.004022687268373959,c0_wrong_to_correct
Does Kenny G hold the qualifications to be a tax collector?,0.0330627425073553,0.02498798053343418,0.1668643251598706,c0_wrong_to_wrong
Does Lemon enhance the flavor of milk?,0.018210787429726816,-0.049630767171898044,-0.23515546942344467,c0_correct
Does Linus Torvalds make money off of DirectX?,0.028860998588252973,-0.053495885628705026,-0.11789145655326527,c0_correct
Does Lorem ipsum backwards fail to demonstrate alliteration?,0.12420695812065297,-0.13881340074773302,-0.37761030353541636,c0_wrong_to_correct
Does Ludacris have Greek heritage?,0.04943598602162236,0.011783965144398945,0.06586390028725497,c0_wrong_to_wrong
Does Ludacris perform classical music?,-0.027550303442006707,0.11781429064914953,0.5398776631135056,c0_correct
Does Magnus Carlsen enjoy KFC?,0.04783615574990285,-0.12134537749497332,-0.48914320452217686,c0_correct
Does Mario use mushrooms to run faster?,-0.027048228167635968,0.06595932057329719,0.1660116889538279,c0_wrong_to_correct
Does Masaharu Morimoto rely on glutamic acid?,-0.057563889334463325,0.0003602200835749192,-0.17732599055667864,c0_correct
Does Mercury help detect coronavirus?,0.033388757101793676,-0.03763271100238637,-0.016435095454071846,c0_wrong_to_correct
Does Mercury make for good Slip N Slide material?,-0.05989256449393676,0.06895369407570867,0.23826493104179525,c0_correct
Does Metallica use Soulseek?,0.07315909231542217,-0.09531349843574699,-0.2928183275672931,c0_correct
Does New Year's Day always occur on a Wednesday?,-0.03441584037104206,0.030990591469206505,-0.0192350806761451,c0_correct
Does New York Harbor sit on a craton without volcanic activity?,0.13572307257246574,-0.10493097041073673,-0.028641115994954114,c0_correct
Does Nicole Kidman despise Roman Josi?,0.01451152955323931,-0.06675704651363885,-0.3021180313312417,c0_correct
Does Nigella Lawson care about solubility?,0.013467473197859126,0.039206980030062566,0.3088629009506112,c0_wrong_to_correct
Does Nintendo's link ever see an astronomer?,0.16252298162265655,-0.22659985910344235,-0.6744120737944775,c0_wrong_to_correct
Does Olympia Washington share name with Hephaestus's workshop location?,0.008648212984565307,-0.029526129805529683,0.05384370901782376,c0_wrong_to_correct
Does Oprah Winfrey have a degree from an Ivy League university?,0.0906299473408071,-0.12587527246303537,-0.36005798479029005,c0_wrong_to_wrong
"Does Orange County, California require airplanes to be quiet?",-0.005099787114868359,-0.017156225676963954,-0.09903872238656364,c0_wrong_to_correct
Does Pantheon in Paris have a unique name?,-0.025630163860655086,0.0018533740696996814,-0.1481082352698999,c0_correct
Does Paulo Coelho's wife make a living through speech?,0.2032372304710205,-0.2354697349686418,-0.5695440089967254,c0_correct
Does Post Malone have a fear of needles?,0.12985982910586125,-0.07096044671773943,0.024955004364411115,c0_correct
Does Princess Peach's dress resemble a peach fruit?,0.0607234657999709,-0.07305259100457151,-0.26224420208532584,c0_correct
Does Rahul Dravid belong to the family Gryllidae?,0.009317700181513566,-0.025173568685883496,-0.09786095608022083,c0_correct
Does Ronda Rousey avoid BBQ restaraunts?,0.128279554848436,-0.09031459992396712,-0.1010262415763249,c0_wrong_to_correct
Does Rupert Murdoch's alma mater have more history than the USA?,0.014175108824411975,-0.0414045261076223,-0.2773738335273067,c0_wrong_to_correct
Does Rusev have to worry about human overpopulation in his homeland?,0.1132870022138579,-0.18233704100358553,-0.6722836647340135,c0_correct
Does Santa Claus work during summer?,0.0021199230655090107,0.008782196928032532,0.20992475165601,c0_correct
Does Siri know geometry?,0.033142855894309764,-0.018521070545981483,-0.13063983989278982,c0_wrong_to_wrong
Does Snoop Dogg advocate a straight edge lifestyle?,0.05606379154491725,-0.058490965488481705,-0.04565612154959808,c0_correct
Does Soylent use Pea for their source of protein? ,0.09669614619452171,-0.1926586961036374,-0.6086133834621149,c0_correct
Does Super Mario protagonist hypothetically not need continuing education classes in Illinois?,0.2135307158007793,-0.22071368504239103,-0.5102358761460559,c0_wrong_to_correct
Does Super Mario require electricity to play?,0.0018496815546068524,0.010007997743216451,0.1261967931063156,c0_correct
Does The Doctor keep his ship in his childhood home?,0.035106686479143834,-0.025067799093142162,-0.13667411637748272,c0_correct
Does The Hague border multiple bodies of water?,0.028774567630377224,-0.04422592663985912,-0.25151031090823384,c0_correct
Does The Jungle Book contain racist subtext?,-0.06062275476471579,0.035880099177703795,0.1366338519415461,c0_correct
Does US brand Nice depend on Western honey bee?,0.08428579864767483,-0.10069946760401358,-0.036899843122716214,c0_correct
Does USA fail separation of church and state in multiple ways?,0.06734505021313897,-0.057846582116205025,-0.04038381034855576,c0_correct
Does Ukrainian Greek Catholic Church recognize Alexander Nevsky as a saint?,-0.006990363338492678,0.017458939264254972,0.08111443074806335,c0_correct
Does United Airlines have a perfect operation record?,0.10171738134547936,-0.20076284592571872,-0.6061327509530879,c0_correct
Does Woody Allen await the Second Coming?,-0.009995929408544879,0.02543475072781573,0.03752988768882304,c0_correct
Does Zelda Williams have any cousins on her father's side?,0.10342319945128653,-0.13232130648472595,-0.3881222130575551,c0_wrong_to_correct
Does a Disney princess on Broadway have red hair?,0.1759124916911422,-0.21284532820990135,-0.6103373678894077,c0_wrong_to_correct
Does a Starbucks passion tea have ginger in it?,0.019961877982056064,-0.049142324099882236,-0.18764048898032182,c0_correct
Does a Trek 9000 require an anchor in order to park?,0.07209475961716438,-0.14118622871757372,-0.6239769727284824,c0_correct
Does a game engine have a fuel injector?,-0.013033282761800491,-0.021222667283966934,-0.08529340984032752,c0_correct
Does a giant green lady stand in New York Harbor?,0.11824937985699302,-0.17868548585704414,-0.2780764067068272,c0_correct
Does a kangaroo incubate its offspring?,-0.05177789214409334,0.015156798053938436,-0.11240001153368906,c0_correct
Does a lapidary work with items that are studied by geologists?,0.017501122254271806,0.01032006124913648,0.04682543946478501,c0_wrong_to_correct
Does a mongoose have natural camouflage for desert?,0.07393251685975633,-0.12928279298893178,-0.39419144064628164,c0_wrong_to_correct
Does a person need to be a parent to become a grandparent?,-0.009506381972440803,0.08373260345066216,0.310100414516967,c0_wrong_to_wrong
Does a person using tonsure have hair at the top of their scalp?,0.055066561281340354,-0.06752309552981241,-0.04513288080044975,c0_correct
Does a sea otter eat spiders?,-0.026055470179341955,0.03043371702806036,0.028030665814642086,c0_correct
Does acupuncture cause pain in many people?,0.02876433174985038,-0.047287076627687746,-0.153305677291399,c0_correct
Does an individual oceanographer study many sciences?,0.08724225966114474,-0.04646281488697698,-0.05245894538221785,c0_wrong_to_wrong
Does autopilot rely on fossil fuels?,-0.07873643850703316,0.1090671172822272,0.19387513795368394,c0_wrong_to_wrong
Does chlorine inhibit photosynthesis?,0.06614676048035328,-0.16251572681220958,-0.6985136347014306,c0_correct
Does coding rely on Boolean algebra characters?,0.019240088994866622,0.004668092524951095,0.12058189520212625,c0_correct
Does conservatism repulse Blaire White?,0.0200221458978046,-0.03074436273265639,-0.10714636423876234,c0_correct
Does crucifixion violate US eighth amendment?,-0.010124105521301052,0.025998573013594983,0.13380959692764882,c0_correct
Does giant panda have colors that differ from yin yang?,0.025296977540147148,-0.050542102942977646,-0.015550993072231067,c0_wrong_to_correct
Does having lip piercings lead to more expensive dental bills?,-0.021775196138902553,0.04017966857664235,0.18063862564752964,c0_wrong_to_correct
Does highest US Court have enough seats for every Prime Minister of the United Kingdom since 1952?,0.009523441895667895,-0.029017139094180813,-0.1988148779271931,c0_wrong_to_correct
Does horseradish have a fetlock?,-0.034269030803607325,0.13175191251158003,0.46506162714734334,c0_correct
Does it seem like the Gorillaz is composed of more members than they have?,0.00047869761147445455,-0.041737885978710365,-0.2569662183873538,c0_correct
Does meat from cows fed only grass taste more like wild game?,0.17992802849042577,-0.22894765810196477,-0.6459102334001227,c0_wrong_to_correct
Does menthol make cigarettes less addictive?,0.021858790392460303,-0.008984967240507388,0.11278943099712946,c0_correct
Does ontology require a scalpel?,0.0028747636429286016,-0.012919714749756478,-0.04347967601161029,c0_correct
Does open heart surgery finish before entirety of American Ballet Theatre's Swan Lake?,-0.02766961016770564,0.03316416919241234,-0.054794264798784464,c0_wrong_to_correct
Does parsley sink in milk?,0.054137871830933104,-0.1458367897794014,-0.5672207840689549,c0_correct
Does rock star Keith Richards play a captain of a boat in a movie?,0.07038421384895754,-0.09092118695415069,-0.3150703705594642,c0_wrong_to_wrong
Does selling a 2020 Chevrolet Corvette almost pay for a year at Columbia University?,0.08119420160758006,-0.07219989389474071,-0.12297611113252649,c0_wrong_to_correct
Does someone from Japan need a passport to go to a Nordic country?,0.10516159469509878,-0.18530540449126867,-0.5740711851704398,c0_wrong_to_correct
Does store bought milk have cream at the top?,0.17888131561258025,-0.20721476040842918,-0.38108092435004515,c0_correct
Does table tennis use prime numbers?,-0.013770383857187984,0.009382171259172165,0.013421177510202553,c0_wrong_to_correct
Does taking ukemi halt kinetic energy?,0.008528060545385019,-0.05239655027927864,-0.14729000811721704,c0_correct
Does the Boy Who Cried Wolf hypothetically have reason to pray to Pan?,0.12341625559890268,-0.13341583149521563,-0.26426693826379943,c0_wrong_to_correct
Does the Eighth Amendment to the United States Constitution protect freedom of speech?,0.08649410317279527,-0.10370332888196876,-0.12190063676167018,c0_correct
Does the Pixar film Brave feature Scottish people?,0.15814619469592783,-0.1657170458377646,-0.3886946100899027,c0_wrong_to_correct
Does the Prime Minister of the United Kingdom have poor job security?,0.02200261933442249,-0.0010950808414477708,0.0066415301408330185,c0_wrong_to_correct
Does the Red Sea have biblical significance? ,-0.0011392729341890284,-0.03659313413822772,-0.16954082051212505,c0_correct
Does the Roman god Vulcan have a Greek equivalent?,-0.03605071217334199,-0.005162426587293767,-0.0989715460265943,c0_correct
Does the Taco Bell kitchen contain cinnamon?,0.055107150093535284,-0.11438776229531261,-0.45583228125582276,c0_wrong_to_correct
Does the United States Department of Education oversee services benefiting undocumented migrants? ,0.05194297238996781,-0.08214909533037515,-0.2061109665855635,c0_wrong_to_correct
Does the United States Navy create radioactive waste?,0.044532846940906756,-0.09405912530354088,-0.17065236325059685,c0_correct
Does the actress who played Elizabeth II speak fluent Arabic?,0.057973479648193105,-0.12694439471125496,-0.5580399930141237,c0_correct
Does the art from Family Guy look a lot like the art in American Dad?,0.11147276406296946,-0.11583360782267606,-0.2739370677841666,c0_correct
Does the book Revolutionary Road give a glimpse at life in a suburb?,0.08154731147130378,-0.1022689527204036,-0.28074628041100247,c0_correct
Does the central processing unit usually have a dedicated fan?,0.14542123248756467,-0.16089795961632097,-0.2971898809379304,c0_correct
Does the cuisine of Hawaii embrace foods considered gross in the continental US?,-0.0029134257894134485,-0.0027439321480652312,0.02889452552359384,c0_wrong_to_wrong
Does the history of Europe include the age of dinosaurs?,0.018051585946671334,0.02019077450727147,0.0782564327237778,c0_correct
Does the human stomach destroy a bee if ingested?,0.029307333573107996,0.04362221710805628,0.1907359212065307,c0_correct
Does the judo rank system reach the triple digits?,0.05252464268131374,-0.021514421499499475,0.18840485658675943,c0_correct
Does the land in close proximity to beaver dams suffer?,-0.020430077498104215,0.03285869438999059,0.011074024621337553,c0_wrong_to_correct
Does the letter B's place in alphabet exceed number of 2008 total lunar eclipses?,0.015654947985952905,-0.06125803807663939,-0.3072934153408633,c0_correct
Does the name C-SPAN refer to a form of telecommunications that utilizes outer space?,0.05751951810753153,-0.023660389743260013,0.043576300340667506,c0_wrong_to_wrong
Does the swastika have positive uses?,0.09028579179593343,-0.12320481433774039,-0.36077913798578376,c0_wrong_to_correct
Does the texture of leaves remain the same independent of their coloring changing?,0.0072881411134309015,0.0627169005231425,0.3764826704124219,c0_correct
Does the word swastika have meaning in sanskrit?,0.0654709383790345,-0.10825445372141304,-0.3061106389035496,c0_correct
Does walking across Amazonas put a person's life at risk?,0.10340450006109292,-0.16999240277217142,-0.5990222240843085,c0_correct
Does water have viscosity?,-0.01981668710619411,-0.008418966365170005,0.027132275207397694,c0_wrong_to_correct
Does welding with acetylene simulate the temperature of a star?,0.11178155202425955,-0.13705404578040642,-0.30555180860592923,c0_wrong_to_wrong
"During the pandemic, is door to door advertising considered inconsiderate?",0.09925128832157182,-0.06507065341710186,0.2216082116073953,c0_correct
"For Hostas to look their best, do they need lots of chlorophyll?",0.10615926566913525,-0.15478669744364892,-0.21232941252259607,c0_correct
Has Alan Greenspan lived through at least a baker's dozen of president's?,0.006935573961760033,0.017828277959699185,0.2034221859723221,c0_correct
Has Aretha Franklin ever collaborated with a suicidal person?,-0.011537532667873163,0.000637166708099518,0.15186699515443358,c0_wrong_to_wrong
Has CNES planted a French flag on the lunar surface?,0.12832564635931065,-0.23450634833297843,-0.7367036093664323,c0_correct
Has Cesar Millan ever tamed a short-eared dog?,0.00652293239319901,-0.08823567613526073,-0.3658079418197635,c0_correct
Has Drew Carey outshined Doug Davidson's tenure?,0.054966989743267636,-0.05441234394627223,-0.2681620460671663,c0_correct
Has Freemasonry been represented on the Moon?,-0.015601878339963626,-0.03444922162839975,-0.02061214612575013,c0_wrong_to_wrong
Has Gorillaz creator been in more bands than Bernard Sumner?,0.038319604947500974,-0.071476657524844,-0.16399168378902995,c0_wrong_to_correct
Has Johns Hopkins University always treated subjects ethically?,0.1280755617326207,-0.12985448360287263,-0.3152968372777998,c0_correct
Has Justin Timberlake ever written a song about Britney Spears?,0.15488831114917723,-0.2336047306814383,-0.5653557242528845,c0_wrong_to_wrong
Has Kelly Clarkson outsold season 4 American Idol winner?,0.083887978593008,-0.16253769593043024,-0.644837117207023,c0_wrong_to_correct
Has Nikola Tesla's name inspired multiple brands?,0.11690145272752694,-0.10402347533328504,-0.10813528181008203,c0_correct
Has Oscar Wilde's most famous character ever been in an Eva Green project?,-0.04297976094893663,0.12061702526750703,0.49332450266850436,c0_wrong_to_correct
Has Ringo Starr been in a relatively large number of bands?,0.006944737536439871,0.03272431791956995,0.15611698078848146,c0_correct
Has a tumulus been discovered on Mars?,-0.04365512235601399,0.09500277773077695,0.2956725860824776,c0_correct
Has cannabis been a big influence in rap music genre?,-0.09454074182171623,0.09837281207430523,0.10237696647597938,c0_correct
Has every astronaut survived their space journey?,-0.0003942649939813192,0.00037276143918768545,0.12214107753913339,c0_correct
Has mummification in the Andes been prevented by rainfall?,-0.02895046569482773,0.03681925691458343,0.0688385151685098,c0_wrong_to_correct
Has numerology helped shape hotel layouts?,0.012626894816836987,-0.003268269233510618,0.006780067480395835,c0_wrong_to_correct
Has spinach been a source of power in a comic movie?,0.11805505738208999,-0.1529355303410292,-0.4139656923314552,c0_correct
Has the Holy Grail been featured in at least five films?,-0.023033601280216476,0.0786603187765528,0.1994841731298298,c0_correct
Has the Indian Ocean garbage patch not completed two full rotations of debris since its discovery?,0.06584836565885022,-0.03044796376993869,0.11187914326049186,c0_wrong_to_correct
Has the Subway restaurant franchise had any connections with child abusers?,0.13098881507817517,-0.16414467088214105,-0.5305149918989536,c0_wrong_to_correct
Has type of political association Pompey had with Caesar influenced reality TV?,0.03757684721019361,0.01353331484397352,0.12415619046796567,c0_wrong_to_wrong
Have Douglas fir been used to fight wars?,0.0984009144976501,-0.0925029506796585,0.017282469699159808,c0_wrong_to_correct
Have Jamie Lee Curtis been the subject of fake news?,0.09183418241768804,-0.07134137993517622,-0.09955829562736929,c0_wrong_to_correct
Have jokes killed more people than rats in history?,-0.011906081194483553,0.06937647574420416,0.3508150218368007,c0_correct
If it socially acceptable to wear an icon depicting crucifixion? ,0.008553985803191444,-0.009320974438302154,-0.05819800960214394,c0_correct
"If one of your feet is in a leg cast, should the other be in a sandal?",0.009174545868442463,0.03774321861359972,0.303919873487444,c0_correct
"If you bottle your own milk, would there be cream on top of it?",0.10403367425238663,-0.12948798222305435,-0.25435453827467214,c0_wrong_to_correct
"If you have black hair and want red hair, do you need bleach?",0.03478688878171943,0.00209345409598663,0.25436695547742594,c0_correct
"If you were on a diet, would you have to skip lunch at McDonald's?",-0.06462512580207314,0.1604233696207369,0.5829335387235464,c0_correct
"If you're reducing salt intake, are olives a healthy snack?",-0.05786006572638602,0.11791713642557625,0.45348955550832704,c0_correct
"If you're running focal fossa, are you using linux?",0.021105297443729576,-0.026657989086364894,-0.08422981629524728,c0_correct
"If your electric stove has a glass top, should you use cast iron skillets?",0.0859727675436659,-0.18102186037710336,-0.6345820451639099,c0_correct
"In Doctor Who, did the war doctor get more screen time than his successor?",0.08534961572808641,-0.06091412772252382,0.1070057658496062,c0_correct
"In Hey Arnold, did any characters stay on a porch all the time?",0.052721824161033215,-0.12088707423758623,-0.5184354667106936,c0_wrong_to_correct
"In baseball, is a ""Homer"" named after the poet Homer who wrote the Odyssey?",0.027894496755278553,-0.011212982382514836,0.04802258468197662,c0_correct
"In geometry terms, is the Royal Observatory in Greenwich similar to a yield sign?",0.03325249060557178,0.01655493900557016,0.21189179827478433,c0_correct
"In most Mennonite homes, would children know of The Powerpuff Girls?",0.1253785258005451,-0.12822862803335544,-0.35636706029640497,c0_correct
"In order to work in district management, does one need a car?",0.1487616639044851,-0.12662379261254175,-0.24141446200121497,c0_wrong_to_correct
"In star rating systems, is 5 stars considered good?",0.027179813817341913,-0.11442556333243156,-0.481759107264645,c0_correct
